lambda,z,ce,cc,edge_avg,cloud_avg,edge_0.0,edge_0.05,edge_0.1,edge_0.15000000000000002,edge_0.2,edge_0.25,edge_0.30000000000000004,edge_0.35000000000000003,edge_0.4,edge_0.45,edge_0.5,edge_0.55,edge_0.6000000000000001,edge_0.65,edge_0.7000000000000001,edge_0.75,edge_0.8,edge_0.8500000000000001,edge_0.9,edge_0.9500000000000001,edge_0.99,edge_0.999,edge_0.9999,edge_0.99999,cloud_0.0,cloud_0.05,cloud_0.1,cloud_0.15000000000000002,cloud_0.2,cloud_0.25,cloud_0.30000000000000004,cloud_0.35000000000000003,cloud_0.4,cloud_0.45,cloud_0.5,cloud_0.55,cloud_0.6000000000000001,cloud_0.65,cloud_0.7000000000000001,cloud_0.75,cloud_0.8,cloud_0.8500000000000001,cloud_0.9,cloud_0.9500000000000001,cloud_0.99,cloud_0.999,cloud_0.9999,cloud_0.99999
1.4222222208,0.9749999999999996,4.0,40.0,40.34384160012892,45.10512695642454,22.700000000000003,32.0,33.6,34.6,35.5,36.3,37.1,37.8,38.400000000000006,39.1,39.8,40.5,41.2,41.900000000000006,42.8,43.7,44.7,45.900000000000006,47.5,50.0,55.0,61.300000000000004,67.30000000000001,73.2,28.0,36.8,38.3,39.400000000000006,40.3,41.1,41.8,42.5,43.2,43.900000000000006,44.6,45.2,46.0,46.7,47.5,48.400000000000006,49.400000000000006,50.7,52.3,54.8,59.7,65.8,71.5,75.7
1.4666666652,0.9454545454545452,5.0,40.0,40.46541324209331,45.10512695642454,22.6,32.1,33.6,34.7,35.6,36.400000000000006,37.1,37.8,38.5,39.2,39.900000000000006,40.6,41.3,42.1,42.900000000000006,43.8,44.8,46.1,47.7,50.300000000000004,55.6,62.300000000000004,69.0,75.0,28.0,36.8,38.3,39.400000000000006,40.3,41.1,41.8,42.5,43.2,43.900000000000006,44.6,45.2,46.0,46.7,47.5,48.400000000000006,49.400000000000006,50.7,52.3,54.8,59.7,65.8,71.5,75.7
1.5111111096,0.917647058823529,6.0,40.0,40.607894943597444,45.10512695642454,23.3,32.1,33.7,34.8,35.7,36.5,37.2,37.900000000000006,38.6,39.3,40.0,40.7,41.400000000000006,42.2,43.0,44.0,45.0,46.3,48.0,50.6,56.1,63.1,70.5,76.5,28.0,36.8,38.3,39.400000000000006,40.3,41.1,41.8,42.5,43.2,43.900000000000006,44.6,45.2,46.0,46.7,47.5,48.400000000000006,49.400000000000006,50.7,52.3,54.8,59.7,65.8,71.5,75.7
1.555555554,0.8914285714285711,8.0,40.0,40.441724610235354,45.10512695642454,22.900000000000002,32.1,33.6,34.7,35.6,36.400000000000006,37.1,37.8,38.5,39.2,39.900000000000006,40.6,41.3,42.0,42.900000000000006,43.8,44.8,46.1,47.7,50.2,55.4,61.9,67.4,72.9,28.0,36.8,38.3,39.400000000000006,40.3,41.1,41.8,42.5,43.2,43.900000000000006,44.6,45.2,46.0,46.7,47.5,48.400000000000006,49.400000000000006,50.7,52.3,54.8,59.7,65.8,71.5,75.7
1.5999999984,0.8666666666666664,9.0,40.0,40.48670925968218,45.10512695642454,23.1,32.1,33.6,34.7,35.6,36.400000000000006,37.2,37.900000000000006,38.6,39.2,39.900000000000006,40.6,41.3,42.1,42.900000000000006,43.8,44.900000000000006,46.1,47.7,50.300000000000004,55.4,62.0,67.7,73.2,28.0,36.8,38.3,39.400000000000006,40.3,41.1,41.8,42.5,43.2,43.900000000000006,44.6,45.2,46.0,46.7,47.5,48.400000000000006,49.400000000000006,50.7,52.3,54.8,59.7,65.8,71.5,75.7
1.6444444428,0.843243243243243,10.0,40.0,40.53709066301296,45.10512695642454,22.5,32.1,33.6,34.8,35.7,36.5,37.2,37.900000000000006,38.6,39.3,40.0,40.7,41.400000000000006,42.1,43.0,43.900000000000006,44.900000000000006,46.2,47.8,50.4,55.6,62.2,68.1,73.0,28.0,36.8,38.3,39.400000000000006,40.3,41.1,41.8,42.5,43.2,43.900000000000006,44.6,45.2,46.0,46.7,47.5,48.400000000000006,49.400000000000006,50.7,52.3,54.8,59.7,65.8,71.5,75.7
1.6888888872,0.821052631578947,11.0,40.0,40.621501910262666,45.10512695642454,23.3,32.2,33.7,34.8,35.7,36.5,37.3,38.0,38.7,39.3,40.0,40.7,41.5,42.2,43.1,44.0,45.0,46.3,48.0,50.5,55.800000000000004,62.5,68.9,75.6,28.0,36.8,38.3,39.400000000000006,40.3,41.1,41.8,42.5,43.2,43.900000000000006,44.6,45.2,46.0,46.7,47.5,48.400000000000006,49.400000000000006,50.7,52.3,54.8,59.7,65.8,71.5,75.7
1.7333333316,0.7999999999999997,12.0,40.0,40.643744415263555,45.10512695642454,22.200000000000003,32.2,33.7,34.8,35.7,36.5,37.3,38.0,38.7,39.400000000000006,40.1,40.8,41.5,42.3,43.1,44.0,45.1,46.400000000000006,48.0,50.6,55.800000000000004,62.5,68.2,74.30000000000001,28.0,36.8,38.3,39.400000000000006,40.3,41.1,41.8,42.5,43.2,43.900000000000006,44.6,45.2,46.0,46.7,47.5,48.400000000000006,49.400000000000006,50.7,52.3,54.8,59.7,65.8,71.5,75.7
1.777777776,0.7799999999999997,13.0,40.0,40.69913010539021,45.10512695642454,22.8,32.2,33.7,34.8,35.8,36.6,37.3,38.0,38.7,39.400000000000006,40.1,40.8,41.6,42.3,43.2,44.1,45.2,46.400000000000006,48.1,50.7,56.0,62.7,69.0,75.30000000000001,28.0,36.8,38.3,39.400000000000006,40.3,41.1,41.8,42.5,43.2,43.900000000000006,44.6,45.2,46.0,46.7,47.5,48.400000000000006,49.400000000000006,50.7,52.3,54.8,59.7,65.8,71.5,75.7
1.8222222204,0.7609756097560972,14.0,40.0,40.73418214155287,45.10512695642454,22.400000000000002,32.2,33.8,34.900000000000006,35.8,36.6,37.3,38.1,38.8,39.400000000000006,40.1,40.8,41.6,42.400000000000006,43.2,44.1,45.2,46.5,48.1,50.7,56.0,62.7,68.5,74.2,28.0,36.8,38.3,39.400000000000006,40.3,41.1,41.8,42.5,43.2,43.900000000000006,44.6,45.2,46.0,46.7,47.5,48.400000000000006,49.400000000000006,50.7,52.3,54.8,59.7,65.8,71.5,75.7
1.8666666648,0.7428571428571425,15.0,40.0,40.76717256437526,45.10512695642454,22.8,32.2,33.8,34.900000000000006,35.8,36.6,37.400000000000006,38.1,38.8,39.5,40.2,40.900000000000006,41.6,42.400000000000006,43.2,44.2,45.2,46.5,48.2,50.800000000000004,56.1,62.7,68.7,73.80000000000001,28.0,36.8,38.3,39.400000000000006,40.3,41.1,41.8,42.5,43.2,43.900000000000006,44.6,45.2,46.0,46.7,47.5,48.400000000000006,49.400000000000006,50.7,52.3,54.8,59.7,65.8,71.5,75.7
1.9111111092,0.7255813953488369,16.0,40.0,40.81699290711468,45.10512695642454,22.8,32.2,33.8,34.900000000000006,35.8,36.7,37.400000000000006,38.1,38.8,39.5,40.2,40.900000000000006,41.7,42.5,43.3,44.2,45.3,46.6,48.3,50.9,56.300000000000004,62.9,68.80000000000001,74.1,28.0,36.8,38.3,39.400000000000006,40.3,41.1,41.8,42.5,43.2,43.900000000000006,44.6,45.2,46.0,46.7,47.5,48.400000000000006,49.400000000000006,50.7,52.3,54.8,59.7,65.8,71.5,75.7
1.9555555536,0.7090909090909089,17.0,40.0,40.82427243270027,45.10512695642454,22.400000000000002,32.3,33.8,34.900000000000006,35.8,36.7,37.400000000000006,38.1,38.8,39.5,40.2,40.900000000000006,41.7,42.5,43.3,44.2,45.3,46.6,48.3,50.9,56.2,62.9,68.9,75.2,28.0,36.8,38.3,39.400000000000006,40.3,41.1,41.8,42.5,43.2,43.900000000000006,44.6,45.2,46.0,46.7,47.5,48.400000000000006,49.400000000000006,50.7,52.3,54.8,59.7,65.8,71.5,75.7
1.999999998,0.693333333333333,18.0,40.0,40.88638624745752,45.10512695642454,22.900000000000002,32.3,33.8,35.0,35.900000000000006,36.7,37.5,38.2,38.900000000000006,39.6,40.3,41.0,41.7,42.5,43.400000000000006,44.3,45.400000000000006,46.7,48.400000000000006,51.0,56.4,63.0,68.80000000000001,73.6,28.0,36.8,38.3,39.400000000000006,40.3,41.1,41.8,42.5,43.2,43.900000000000006,44.6,45.2,46.0,46.7,47.5,48.400000000000006,49.400000000000006,50.7,52.3,54.8,59.7,65.8,71.5,75.7
